1, 22
2, 28
1, 27
2, 28
2, 27
1, 16
2, 22
3, 37
2, 28
1, 16
2, 27
2, 25
2, 25
1, 42
2, 27
1, 26
2, 25
1, 14
2, 29
1, 18
1, 17
2, 25
1, 15
2, 27
1, 33
2, 30
1, 20
2, 25
2, 41
2, 29
1, 18
1, 18
1, 25
1, 19
1, 16
2, 36
2, 25
2, 33
1, 21
1, 17
2, 36
2, 27
1, 21
1, 15
2, 29
1, 23
1, 31
2, 44
1, 19
1, 22
1, 14
2, 30
1, 17
1, 16
1, 26
1, 15
2, 29
1, 16
1, 21
1, 16
1, 26
1, 18
1, 26
1, 19
1, 32
1, 18
1, 29
1, 24
1, 20
1, 24
1, 27
1, 16
1, 18
1, 23
1, 17
1, 27
1, 19
1, 20
1, 19
1, 19
1, 18
1, 19
1, 19
1, 17
1, 20
1, 20
1, 22
1, 32
1, 25
1, 24
1, 24
1, 21
1, 21
1, 19
1, 27
1, 20
1, 17
1, 24
1, 24
1, 26
1, 21
1, 24
1, 31
