1, 19
2, 38
3, 60
1, 271
2, 326
1, 327
2, 301
2, 249
1, 353
1, 12
1, 370
1, 82
1, 308
1, 389
1, 19
1, 22
1, 27
2, 53
2, 32
1, 32
2, 53
2, 43
1, 466
1, 69
2, 62
1, 25
1, 25
2, 41
2, 100
1, 161
2, 30
2, 36
1, 183
1, 163
1, 24
1, 17
1, 14
1, 26
2, 28
1, 15
2, 75
2, 39
2, 101
1, 22
1, 216
1, 192
2, 52
2, 30
1, 192
1, 19
2, 117
1, 33
1, 24
1, 68
2, 38
2, 35
1, 23
1, 84
2, 52
1, 15
1, 48
2, 24
1, 53
2, 38
1, 22
1, 30
2, 34
1, 132
1, 18
1, 27
1, 39
1, 24
1, 86
2, 291
1, 18
1, 103
1, 45
1, 16
1, 136
1, 49
