1, 35
3, 47
1, 13
2, 88
2, 110
2, 27
1, 167
2, 105
2, 195
1, 113
2, 199
2, 221
1, 227
1, 21
2, 48
2, 246
2, 33
1, 14
2, 41
2, 68
2, 67
2, 41
2, 69
1, 139
2, 50
2, 62
2, 27
2, 267
2, 56
2, 50
2, 130
2, 41
2, 88
2, 119
2, 34
2, 136
2, 55
2, 60
2, 174
2, 33
2, 39
2, 204
2, 85
2, 22
2, 148
2, 110
2, 24
2, 78
2, 87
2, 27
2, 26
2, 59
2, 79
2, 52
2, 281
2, 44
2, 63
2, 32
2, 170
2, 29
2, 23
2, 126
2, 51
2, 62
2, 31
2, 126
2, 125
2, 66
2, 26
2, 102
2, 25
2, 74
2, 43
2, 66
2, 56
2, 43
2, 239
2, 154
2, 143
2, 36
2, 49
2, 34
