1, 26
3, 39
1, 14
1, 19
1, 22
1, 18
1, 15
1, 21
1, 14
1, 14
1, 17
1, 28
1, 22
1, 17
1, 14
1, 16
1, 16
1, 29
1, 17
1, 21
1, 19
1, 17
1, 13
1, 16
1, 15
1, 21
1, 17
1, 16
1, 16
1, 17
1, 18
1, 19
1, 24
1, 16
1, 19
1, 18
1, 16
1, 18
1, 16
1, 19
1, 23
1, 28
1, 19
1, 25
1, 24
1, 18
1, 24
1, 21
1, 20
1, 21
1, 26
1, 17
1, 24
1, 15
1, 22
1, 26
1, 19
1, 18
1, 20
1, 27
1, 22
1, 23
1, 21
1, 18
1, 29
1, 22
1, 17
1, 30
1, 28
1, 20
1, 20
1, 18
1, 21
1, 46
1, 20
1, 20
1, 20
1, 21
1, 27
1, 19
1, 17
1, 24
1, 45
1, 22
1, 20
1, 24
1, 24
1, 23
1, 19
1, 19
1, 27
1, 30
