1, 19
2, 29
1, 14
1, 25
1, 20
1, 20
1, 26
1, 23
1, 19
1, 21
1, 16
1, 20
1, 14
1, 22
1, 23
1, 18
1, 22
1, 15
1, 24
1, 23
1, 27
1, 18
1, 19
1, 19
1, 15
1, 22
1, 16
1, 23
1, 20
1, 16
1, 15
1, 33
1, 21
1, 29
1, 18
1, 22
1, 20
1, 23
1, 17
1, 33
1, 25
1, 16
1, 16
1, 22
1, 24
1, 26
1, 24
1, 24
1, 15
1, 24
1, 16
1, 26
3, 38
1, 19
1, 24
1, 24
1, 22
1, 27
1, 25
1, 19
1, 23
1, 22
1, 16
1, 21
1, 22
1, 21
1, 29
1, 24
1, 19
1, 18
1, 20
1, 24
1, 26
1, 24
1, 24
1, 23
1, 26
1, 23
1, 26
1, 26
1, 25
1, 26
1, 21
1, 23
1, 25
1, 24
1, 23
1, 22
1, 27
2, 37
1, 17
1, 22
1, 22
1, 26
2, 26
1, 21
1, 20
1, 18
1, 24
1, 27
2, 30
1, 32
