1, 31
3, 39
3, 58
1, 191
1, 110
1, 249
1, 49
1, 279
1, 282
1, 287
1, 300
1, 248
1, 59
1, 33
1, 342
1, 40
1, 56
1, 304
1, 35
1, 64
1, 180
1, 50
1, 57
1, 47
1, 45
1, 60
1, 36
1, 39
3, 105
1, 40
1, 51
1, 42
1, 140
1, 50
1, 64
1, 132
1, 56
1, 46
1, 65
1, 57
1, 35
1, 50
1, 43
1, 74
1, 35
1, 44
1, 95
1, 117
1, 47
1, 180
1, 58
1, 46
1, 63
1, 60
1, 118
1, 68
1, 65
1, 158
1, 71
1, 51
1, 46
1, 53
1, 49
1, 61
1, 44
1, 53
1, 50
1, 35
1, 260
1, 46
1, 76
1, 183
1, 48
1, 124
1, 45
1, 56
1, 43
1, 33
1, 43
1, 142
1, 101
1, 136
1, 40
1, 96
