1, 33
3, 40
1, 13
1, 31
1, 139
1, 144
1, 25
1, 166
1, 174
1, 28
1, 12
1, 194
1, 197
1, 13
1, 150
1, 25
1, 12
1, 15
1, 80
1, 25
1, 42
1, 15
1, 13
1, 24
1, 29
1, 91
1, 15
1, 13
1, 13
1, 36
1, 14
1, 321
1, 73
1, 73
1, 101
1, 27
1, 392
1, 18
1, 17
1, 112
1, 83
1, 101
1, 18
1, 74
1, 47
1, 38
1, 129
1, 32
1, 129
1, 23
1, 38
1, 198
1, 52
1, 15
1, 145
1, 143
1, 15
1, 87
1, 15
1, 143
1, 98
1, 31
1, 85
1, 19
1, 42
1, 85
1, 44
1, 15
1, 172
1, 99
1, 60
1, 82
1, 76
1, 129
1, 309
1, 25
1, 92
1, 33
1, 26
1, 106
1, 26
1, 176
1, 54
1, 26
1, 18
1, 59
1, 28
1, 46
1, 121
1, 106
1, 125
1, 17
1, 19
1, 20
