1, 19
1, 16
1, 14
1, 18
3, 39
1, 25
2, 35
1, 20
1, 27
2, 33
2, 41
1, 23
1, 16
1, 21
1, 18
1, 19
1, 17
1, 20
1, 15
1, 22
1, 16
1, 22
1, 22
1, 25
1, 21
1, 23
1, 23
1, 22
1, 29
1, 16
1, 18
1, 20
1, 16
1, 19
1, 23
1, 20
1, 18
1, 24
1, 21
1, 24
1, 30
1, 18
1, 17
1, 23
1, 23
1, 25
1, 19
1, 23
1, 23
1, 28
1, 29
1, 20
1, 25
1, 20
1, 28
1, 21
1, 26
1, 30
1, 30
1, 26
1, 28
1, 40
1, 31
1, 24
1, 29
1, 27
1, 20
1, 26
1, 25
1, 21
1, 19
1, 27
1, 24
1, 29
1, 22
1, 27
1, 20
1, 22
1, 23
1, 24
1, 22
1, 28
1, 26
1, 22
1, 17
1, 26
1, 24
1, 25
1, 20
1, 25
1, 26
1, 20
1, 21
1, 19
1, 30
