1, 18
1, 19
1, 23
2, 27
1, 32
2, 44
1, 13
2, 67
1, 26
1, 46
1, 31
1, 96
1, 14
2, 120
1, 32
1, 34
1, 147
1, 68
1, 29
1, 44
2, 90
2, 28
2, 38
1, 23
1, 47
1, 175
1, 53
1, 54
2, 41
2, 33
2, 51
1, 39
2, 34
2, 32
1, 26
1, 68
1, 69
2, 31
1, 28
1, 14
1, 216
1, 46
1, 26
1, 74
1, 22
1, 15
2, 26
1, 129
1, 19
1, 16
1, 39
1, 42
1, 49
1, 52
1, 106
1, 37
1, 16
1, 29
1, 16
1, 36
1, 15
1, 51
1, 51
1, 41
1, 50
1, 18
1, 45
1, 52
1, 33
1, 41
1, 46
1, 16
1, 52
1, 167
1, 151
1, 61
1, 37
1, 71
1, 90
1, 82
1, 69
1, 35
1, 303
1, 134
1, 46
1, 42
1, 165
1, 157
1, 133
1, 37
1, 45
1, 57
1, 17
1, 47
1, 23
1, 50
1, 132
1, 29
1, 45
1, 34
1, 44
1, 43
1, 22
1, 155
1, 147
1, 36
1, 152
1, 85
1, 19
1, 41
1, 52
