1, 32
2, 46
3, 75
1, 135
2, 137
1, 207
1, 283
1, 298
1, 298
1, 197
1, 315
1, 157
1, 95
1, 253
1, 39
1, 181
1, 307
1, 25
1, 48
1, 48
1, 47
1, 35
1, 59
1, 78
1, 31
1, 31
1, 50
1, 32
1, 47
1, 40
1, 29
1, 39
1, 61
1, 52
1, 61
1, 129
1, 76
1, 38
1, 60
1, 67
1, 45
1, 47
1, 71
1, 63
1, 47
1, 35
1, 42
1, 34
1, 65
1, 45
1, 45
1, 54
1, 44
1, 47
1, 49
1, 98
1, 28
1, 46
1, 32
1, 42
1, 35
1, 46
1, 44
1, 45
1, 48
1, 153
1, 84
1, 39
1, 34
1, 55
1, 54
1, 45
1, 47
1, 35
1, 50
1, 42
1, 195
1, 48
1, 156
1, 76
1, 83
1, 115
1, 40
1, 52
1, 57
1, 63
1, 45
